created_at,text
Mon Apr 09 22:27:54 +0000 2012,@Spencer1212 @BenStain i hear sway knows some jailbait u cld look up?
Mon Apr 09 09:36:34 +0000 2012,"ESSEX, the only place in the world a girl can be both a jailbait and a milf"""
Mon Apr 09 09:08:22 +0000 2012,"@mariekehardy @d_a_calf the orange is particularly breathtaking. Plus, my dad always referred to me as jailbait."
Mon Apr 09 20:53:11 +0000 2012,"Okay, One Direction is pretty good. Great voices on all of them and it doesn't hurt that they're cute #Jailbait #MakesMeWannaRockTheCradle"
Mon Apr 09 20:53:11 +0000 2012,"Okay, One Direction is pretty good. Great voices on all of them and it doesn't hurt that they're cute #Jailbait #MakesMeWannaRockTheCradle"
Mon Apr 09 11:19:19 +0000 2012,@muslimwh0re baby dw ignore the fact that he's jailbait and just make love to his face instead
Tue Apr 10 03:11:26 +0000 2012,//I'm jailbait? What does that mean omg
Mon Apr 09 23:58:23 +0000 2012,@elliahmoore lmao jelb jailbait underage bait
Mon Apr 09 21:18:18 +0000 2012,"girl on facebook, wearing head to toe Ralph Lauren. caption says ""before JLS"" I can't think of anything more jailbait than that?"
Tue Apr 10 00:40:43 +0000 2012,@ficoboywonder #jailbait
Mon Apr 16 22:57:51 +0000 2012,Lol at all these girls trying to get on guys waaaay older than them. #jailbait
Tue Apr 17 04:18:56 +0000 2012,@Tnashhh ewwwwww...... #jailbait
Mon Apr 16 10:08:51 +0000 2012,@goldfishu GOOD. Fishu my jailbait soulmate
Mon Apr 16 23:05:48 +0000 2012,Jailbait.
Mon Apr 16 23:11:13 +0000 2012,http://t.co/zEQWbiMg Teen Bikini Jailbait videos named Jailbait Teen Bikini Posing Nude from the
Tue Apr 17 02:08:53 +0000 2012,I love jailbait when it mopes. Aw yisssss.
Mon Apr 16 21:58:08 +0000 2012,@JessSpinks you have problems if you think ur dog talks to you #bacon #reemteam #bacon #jailbait #imreem #urjel #bacon
Mon Apr 16 16:17:19 +0000 2012,@SimonBCFC she's not fit at all! Sort your shit out and get to specsavers! She's not ugly like but she's only just 18! #jailbait!
Mon Apr 16 16:28:07 +0000 2012,@RachCEvans awww babyyyyy g thankyou! #jailbait xxxxxxx
Mon Apr 23 22:44:34 +0000 2012,#JailBait #Paradox @paradox_grip #StickerSlappy #Graffiti #POW!! 32Hour lockDown!! http://t.co/n4CHt1nj
Tue Apr 24 04:10:29 +0000 2012,@dianabananna9 Guys who dig mostly jailbait?
Mon Apr 23 07:53:54 +0000 2012,"“@jack_penfold: Summertime Ball will be jailbait central, you can even tell by the name lol” especially with Bieber going lol!"
Mon Apr 23 07:27:43 +0000 2012,http://t.co/D9uvN3LS Jailbait Jailbait Removing Her Clothing JB Teen Panties Appearing Undressed
Tue Apr 24 03:54:37 +0000 2012,#DontWifeThatChickIf her number is in the double digits before she even hits 18... #jailbait #trash
Mon Apr 23 10:35:41 +0000 2012,New single #jailbirds and #jailbait take a listen &gt;&gt; http://t.co/8PGDJYO3
Mon Apr 23 19:58:11 +0000 2012,This chic on tabasamu #JailBait
Thu Apr 12 15:47:53 +0000 2012,"Thank god I'm not in jail, cause I just dropped the soap in the shower..... Twice. #jailbait"
Thu Apr 12 22:12:03 +0000 2012,=) http://t.co/pTPJSmOa #anarchy #jailbait
Fri Apr 13 03:43:04 +0000 2012,"RT @Giovna: Playlist de músicas sobre 17 anos: _Dancing_ _Queen_, I saw her standing there, Jailbait"
Thu Apr 12 23:02:07 +0000 2012,@Charlypalmerx weyyyyyyyy your still a jailbait how do you feel? Appy Birday moosh
Fri Apr 13 02:45:33 +0000 2012,@kel3463 ...1 of the many reasons I hate it is it's full of jailbait. Adding alcohol to that situation is a no-no. lol.
Fri Apr 13 00:39:40 +0000 2012,What's jailbait?
Thu Apr 12 19:43:26 +0000 2012,Really hate it when people use the term 'jailbait' eurgh
Wed Apr 25 15:08:44 +0000 2012,@akarui_hi @ImNotOhKay Is it bad that I have Jailbait Joshy as my desktop wallpaper?
Wed Apr 25 09:59:34 +0000 2012,"The actual hate I have for jailbait, annoying little girls, but like 17- 18 year olds are getting on it, why?"
