created_at,text
Sat Mar 22 21:23:55 +0000 2014,JAILBAIT
Tue Mar 25 00:27:47 +0000 2014,#JailBait
Mon Mar 24 15:40:10 +0000 2014,Uncensored Jailbait Fuck http://t.co/5hRuItrCzy #uncensor #jailbait #fuck
Mon Mar 17 06:12:40 +0000 2014,RT @MormonRogue: OMG GUYS WE SHOULD GIVE HER A PROPER WELCOMING. WELCOME SISTER JAILBAIT. *jailbait ooh haha* Now swim through the ring of …
Thu Mar 06 15:48:07 +0000 2014,Lol jailbait
Thu Mar 13 03:49:02 +0000 2014,Junhoe = jailbait
Thu Mar 13 16:04:35 +0000 2014,WHY IS EVERYONE BORDERLINE JAILBAIT
Mon Mar 17 21:40:39 +0000 2014,@andyhutch23 no time for #jailbait
Wed Mar 05 22:58:46 +0000 2014,That was a shock!!😳😂 #JailBait
Sat Mar 15 04:58:58 +0000 2014,@AM_Neubs @brokenhalo jailbait.
Sat Mar 15 04:40:13 +0000 2014,"""This is jailbait white"" @ckjaysfan"
Sun Mar 23 09:32:15 +0000 2014,Maaaajor jailbait. Goddamnit.
Sun Mar 16 14:57:57 +0000 2014,So much jailbait about #myth
Thu Mar 13 20:39:36 +0000 2014,@lavish_Kay are you the girl who wrote jailbait?
Sat Mar 08 09:07:09 +0000 2014,@Bergst3r @Scandhi you wouldve been jailbait
Tue Mar 11 21:40:18 +0000 2014,@Laurren_Brown like you could be jailbait but 😏😏
Thu Mar 20 12:40:38 +0000 2014,IM OFFICIALLY NOT JAILBAIT 🎉🎉🎉😎
Tue Mar 18 01:26:36 +0000 2014,Stfu Jailbait! Lol@country_boii234
Mon Mar 17 18:52:11 +0000 2014,"so what have you got to lose?your nicknames jailbait,they're after you"
Sun Mar 30 01:05:39 +0000 2014,@vapingcookie SharkBait… better than JailBait. :-)
Wed Mar 05 21:50:18 +0000 2014,@JamieB1996_ IS THE JAILBAIT IN YOUR PICTURE SINGLE????
Sat Mar 15 00:18:06 +0000 2014,@goldmak_ LMAO too much jailbaiting
Tue Mar 25 04:22:09 +0000 2014,“@maisong34: Jailbait” you call my name?
Wed Mar 12 22:36:21 +0000 2014,@MattyLightttt @J_Pab24 #JailBait 😝
Sat Mar 08 04:13:04 +0000 2014,JAILBAIT http://t.co/tzLRB9MWDO
Fri Mar 14 05:04:11 +0000 2014,"I'm officially 18.

No more jailbait jokes, bitches."
Sun Mar 16 04:17:59 +0000 2014,@ohhhlivvv aww damn you jailbait smh
Mon Mar 17 15:59:21 +0000 2014,Jailbait white girls tho &gt;
Mon Mar 03 02:36:37 +0000 2014,That's some jailbait jiving shit right there. #TheWalkingDead
Fri Mar 28 01:59:03 +0000 2014,It's so nice to relieve freshmen year #jailbait
Sat Mar 22 05:12:10 +0000 2014,"I was one piece of jailbait tonight, lmfao."
Sun Mar 02 02:16:41 +0000 2014,@JustinFilly stick to drawn jailbaits filly
Wed Mar 19 22:16:13 +0000 2014,@akakkofficial no. You'll always be a jailbait. Even when you're 75.
Tue Mar 25 16:50:29 +0000 2014,@empirewaist love you jailbait &lt;3
Sat Mar 08 02:30:00 +0000 2014,This girl is jailbait ): she said she aint a snitch doe
Fri Mar 14 05:46:06 +0000 2014,"To a murderer, we're all jailbait. http://t.co/SNPPGMggpZ"
Tue Mar 11 09:28:39 +0000 2014,"To a murderer, we're all jailbait. http://t.co/OaVD3moVky"
Wed Mar 12 05:15:29 +0000 2014,💋🙈😋- 😈.......Tooo Bad U Jailbait
