created_at,text
Sat Mar 31 18:55:18 +0000 2012,@brettshemw there is but hes young for me. Haha. #Jailbait
Sun Apr 01 01:59:14 +0000 2012,"@shannon_perryy ohhh damn, don't you get me all hot and bothered, I'm too old for you.. :X #JAILBAIT"
Sat Mar 31 20:22:19 +0000 2012,"Lol He Said ""U Jailbait"" Haha Swear Ion Mean To B Older Guys Just &gt;&gt;&gt;&gt; #Smh"
Sun Apr 01 02:23:48 +0000 2012,http://t.co/VmgTo7yX Hot Bitch Young Non Nude Jb Perfect immature jailbait teen whore donning a
Sat Mar 31 13:09:05 +0000 2012,u say jailbait?
Fri Mar 09 16:12:38 +0000 2012,"RT @HayleysRedHair: @mattjwillis haul spoon burner, you better get your wee jailbait fans in check, some of them are going radio rental"
Fri Mar 09 23:12:04 +0000 2012,Nu op GoldenHabbos:  Avicii - Jailbait #np #goldenhabbos (Luisteraars: 11)
Sat Mar 10 06:41:42 +0000 2012,“@QuezoBro: @_itsabooo @mikesoto93 jailbait!” RT Lol!
Fri Mar 09 08:09:42 +0000 2012,Mum reckons i'm jailbait. Cause I always like older boys. Cheers mum.
Fri Mar 09 10:47:32 +0000 2012,@AftonWallaceX well I'm yet to see a female that i think should be allowed on the road #liability #jailbait #shitdrivers
Fri Mar 09 10:06:44 +0000 2012,"#TheAwkwardMomentWhen James is standing the middle of the road in town screaming 'this is jailbait as fuck, I just about shat myself'"
Sat Mar 10 00:23:31 +0000 2012,Diggy so cute but Jailbait!!!
Fri Mar 09 17:43:26 +0000 2012,RT @SanSweetieMJ: @Nadejah mi up Titchfield own & I wudnt evn luk pan d track-cnt tek it man #jailbait lol &lt;oh dats 2dy? Hail up Brown House
Fri Mar 16 22:38:02 +0000 2012,"@weemartyrasta haha a kno, ye gota be careful wen ye go in d clubz these dayz #jailbait haha"
Sat Mar 17 05:11:13 +0000 2012,@HeardEmSayJonny ooooo that jailbait !
Fri Mar 16 08:47:20 +0000 2012,#sex #porn #homemade Almost Jailbait Cuties Beg For His Cock  http://t.co/1paNjpzD
Fri Mar 16 23:36:12 +0000 2012,"So fucjed, anyone want tongi mcdonalds? Jailbait on offer"
Fri Mar 16 19:38:57 +0000 2012,JAILBAIT OMFG.
Fri Mar 23 15:45:47 +0000 2012,@Rey_El_loco becareful ... lol jailbait
Fri Mar 23 22:22:38 +0000 2012,"@fabiruiva @WonderrPat É mole? Ainda passo por jailbait. HAHAHAAHAHAHA Depois de véio, vê se pode?! =^.^="
Sat Mar 24 01:52:46 +0000 2012,Jailbait by @martypartymusic on repeat type of tonight! 🍻🙌
Fri Mar 23 20:28:17 +0000 2012,I need to not livetweet when I'm watching shows with twists and shit I end up regretting statements. Like poppy being cute #JAILBAIT #skins
Mon Mar 12 18:51:30 +0000 2012,@JustMyke3 @craig_thatnigga hahaha both y'all were thirsty...better get used to those bars #jailbait
Mon Mar 12 20:26:13 +0000 2012,"Kelly has just turned 18 and she\'s finally legal to fuck! Now that she is no longer jailbait, Kelly is ready to t http://t.co/qtY4kDYP"
Tue Mar 13 03:50:10 +0000 2012,You get that I'm jailbait right?
Mon Mar 12 23:17:40 +0000 2012,HAHA RT@RebekahKaay: Niggas love that jailbait tho.
Mon Mar 12 23:31:38 +0000 2012,"@Rchlbhn @KodyKlenow Kody's go-to phrase for every other chick that walked in was ""oh, she wanted my D"" haha so much #jailbait"
Mon Mar 12 23:29:13 +0000 2012,Kendall Jenner may have Kim's face. But kylie has Kim's body. But both are babies #jailbait
Mon Mar 12 16:52:41 +0000 2012,@FireflyHQ jailbait photos http://t.co/RI2w189B
Sun Mar 25 21:51:23 +0000 2012,Joke's on you boys... #jailbait
Sun Mar 25 17:14:47 +0000 2012,"Children, you are like twelve AKA Jailbait it is illegal for the boys of One Direction to marry/get with you/whatever stop screaming please."
Tue Mar 06 08:31:37 +0000 2012,On a jailbait swarmed 15b
Tue Mar 06 10:45:49 +0000 2012,#sex #porn #mature Almost Jailbait Cuties Beg For His Cock  http://t.co/rB30nArR
Sun Mar 25 04:11:32 +0000 2012,Jailbait (Unrated Version) [VHS]:  http://t.co/KV2QP4mf
Sat Mar 24 23:07:00 +0000 2012,#sex #porn #amateur Almost Jailbait Cuties Beg For His Cock  http://t.co/kAuOIfJR
Sat Mar 24 14:46:32 +0000 2012,"@ThatPR_Omariah don't dress slutty
that's just #jailbait for then"
Tue Mar 20 05:35:28 +0000 2012,“@LABEL_meVICIOUS: @hoop_dreams9 @rakspeakstruths I'm not even a alcoholic JAILBAIT ! Lmao” lol lol 😂 *tears*
Mon Mar 19 18:44:14 +0000 2012,@BubbleTrouble_ ikr don't you hate that #jailbait
Tue Mar 20 03:41:19 +0000 2012,@VinnyCagg lmaooo #jailbait
Mon Mar 19 08:41:23 +0000 2012,There's no decent jailbait in this school. Js.
Fri Mar 23 05:55:33 +0000 2012,RT @xoantieexo: The faces guys make when they find out @Ayy_Nicole is 17  #priceless #jailbait LOL almost 18 tho woo
Thu Mar 22 12:34:07 +0000 2012,Collection of Beautiful Non-Nude Teens http://t.co/8cUZ1ofX #anarchy #jailbait
Fri Mar 23 02:18:07 +0000 2012,You are just jailbait waiting to get caught.
Fri Mar 23 02:06:49 +0000 2012,RT @cadygroves: I sometimes tell guys im 16. Cause that makes me jailbait. And guys so-tally like that.
Thu Mar 22 14:35:33 +0000 2012,"【告知】3月31日！ @前橋DYVER！ Afreudﾗｲﾌﾞします！ この日からCD発売するんで是非来てください(^^)興味がある方は気軽に連絡ください！ Rhythmic Toy World(東京) DAdDY WALK AROUND(熊谷)JilL,The Jailbait"
Fri Mar 30 12:11:30 +0000 2012,"@DJGoGoGadget SICK song selection  on your video, PANTyRAiD is so legit #JailBait"
Fri Mar 30 11:34:07 +0000 2012,I would ask her.. But her mum is there and she looks about 16 LOOL #JailBait
Fri Mar 30 17:44:20 +0000 2012,@LaurNelly69 I love how l forgot to tag you in that tweet yet you still knew l was talking about you :) Yes please send me 1 baby. #JAILBAIT
Sat Mar 31 00:32:32 +0000 2012,@erinjessicaa stop sending me obscene pictures on Draw Something! That can be classed as grooming in America up until April 3rd #jailbait
Thu Mar 01 23:22:39 +0000 2012,This boy is too cutee ! But he's #JailBait :/ *snap fingers* Damnit !
Thu Mar 01 19:43:43 +0000 2012,"""OMG debstep...I love that band"" fuck off you jailbait cunt #Clueless"
Fri Mar 02 05:48:38 +0000 2012,#itstimeyourealize Justin Bieber that every female fan you have is jailbait.
Fri Mar 02 04:41:59 +0000 2012,jailbait... hahaha i love this kid.
Thu Mar 01 09:18:21 +0000 2012,"@Dwaynie_C Just DM ""Fuck You"" Wahpen my boy, yhu scared to @ me? Oh yeah .. 4get yhu is jailbait LF."
Fri Mar 02 03:34:27 +0000 2012,Those jailbait females RT @RayRayTheActor #ILeftYouBecause you had a Curfew...
Fri Mar 02 03:58:34 +0000 2012,RT @WoahhAlly: To all the little girls freaking over Justin Bieber: you are now jailbait. Don't get to excited.
Fri Mar 02 01:51:25 +0000 2012,He talked to me on blog tv said my name and laughed at my jailbait comment ahah I love him @SergioRazta
Sat Mar 03 17:28:19 +0000 2012,"#IfChrisBrownWasOurTeacher x=&gt;learn to steal dance moves,hooks/opp;date JailBait,H8 Fags&be AbusiveWomenizers! RT!"
Wed Mar 14 06:54:41 +0000 2012,oomf has been calling me jailbait since I was like 15 haha
Thu Mar 15 01:24:29 +0000 2012,"Just started thinkin of destin2010 with @EricaJewell5 ... Most ive ever been hit on in my life...

#jailbait."
Thu Mar 15 00:17:08 +0000 2012,"Almost the season of #SkinBearing. Too bad 60% of Facebook is too young, I'm gunna start hiding their #JailBait photo posts. #AdultProblems"
Wed Mar 14 13:33:20 +0000 2012,#papa-anjo #jailbait RT @dudalima: @daniloportela Depois que eu deixei de ser #dimenor você ficou hostil comigo! :(
Mon Mar 05 23:55:22 +0000 2012,"@MYnameIS_HOV LOL well damn, smh #JailBait"
Tue Mar 06 04:33:57 +0000 2012,Truck stop hooker vs. jailbait. Who's better at pooping on Tom Petty? Tonight on #TheVoice
Mon Mar 05 22:35:05 +0000 2012,RT @vikkiclark_x: #jailbait #skins
Wed Mar 21 12:23:00 +0000 2012,"“@opie677: “@Don_Macanudo: @melbear48 @opie677 jailbait!!!

Run mate, run from the Feds!!”id go to jail for this hoe” I got ur hoe asshole"
Wed Mar 21 20:00:14 +0000 2012,"Jen, you need to strip. Lauren, can't cause she looks like jailbait. Besides Jen, you have bigger boobs. #wat #strippers"
Wed Mar 28 01:46:38 +0000 2012,“@Sir_CL_: @Itsme_dreadhead HighSchoolers = Jailbait.”&gt;&gt; they look like grown men!!
Tue Mar 27 20:53:10 +0000 2012,Free NSFW Porno Video: Jailbait teens http://t.co/xSF6BQK9 #porn #videos #xxx #sex #teen #hardcore #cum #pornstar #tits #pussy
Tue Mar 27 19:33:02 +0000 2012,http://t.co/ReaipXVI JAILBAIT If it didn't make you want it it would't be bait demotivational
Tue Mar 27 16:06:53 +0000 2012,@Judah_Jake lol jailbait !!
Thu Mar 29 12:07:57 +0000 2012,"RT @krepz_wtn: RIP Greg, suppose you will still be loving the jailbait wherever you are mate."
Thu Mar 29 19:25:39 +0000 2012,"“@GoDante: Getting jailbait at this conference, middle schoolers have never been fadeable” lmaoooooo"
Sun Mar 04 16:11:09 +0000 2012,#sex #porn #mature Almost Jailbait Cuties Beg For His Cock  http://t.co/r8kPj63I
Sun Mar 04 23:16:48 +0000 2012,@klittle312 Facebook Is just jailbait central now
Sun Mar 04 08:50:27 +0000 2012,Guys. Nick is jailbait.
Mon Mar 05 03:16:33 +0000 2012,@alec_hamlin @sethdreamsbig @alexwhitmer @quintin23way kobe is a little bitch and a raper. #jailbait
Sun Mar 04 15:30:38 +0000 2012,@finninfinite hugo? ah. jailbait chloe.
Sun Mar 04 15:33:26 +0000 2012,"Why do 19-year-old guys try with freshman? Like doode , I'm 15 , chillll . #JailBait ."
Mon Mar 05 01:01:51 +0000 2012,@CameronpaigeX that's jailbait lol gtfoh
Sun Mar 04 17:27:33 +0000 2012,"“@Kelssbelss11: Dear guys, find another word than hot. Thank you” #jailbait??"
Sun Mar 04 17:02:39 +0000 2012,"Een paar nieuwe nummers:
Waar is kraan
Jailbait"
Sat Mar 03 06:57:05 +0000 2012,We all love bad boys :-)  he he jailbait....  @ErichMOBSheriff @tinkervamp_ @Godrynne @Sexy_Gwen_ @HIS_sexy_NEL
Sat Mar 03 04:47:33 +0000 2012,@aschrempf11 we are jailbaits brealing out of this hell hole #leggolikenow
Sat Mar 03 00:40:22 +0000 2012,@LiberianGrl Idk the pic I saw he's looking MIGHTY jailBait worthy :D
Sat Mar 03 03:03:13 +0000 2012,I think if I put my dick in her mouth...shed still try 2 talk #terriblethoughts #coworker #jailbait
Sat Mar 17 15:07:14 +0000 2012,Got to its goin down in my city today ! RT @1Nonly_Duchess @Dairren_Rozzay #jailbait morning!!! It's too early for alcohol mr! Smh
Sun Mar 18 05:49:04 +0000 2012,@JoshByrnez hop off my nutts jailbait. ✌ #duces
Sat Mar 17 12:05:46 +0000 2012,RT @DavidStough: Has anyone besides me been called jailbait?
Sun Mar 18 02:15:06 +0000 2012,RT @kelsealyn: bout had enough of hearing about my peers having sex with high schoolers #jailbait #notcool
Wed Mar 21 04:03:33 +0000 2012,@notRyanKesler17 being with a minor..... #jailbait
Wed Mar 21 02:47:52 +0000 2012,RT @TrippinBalllz: #icantdateyou  I'm 18 and your jailbait!  #SeniorProbz
Tue Mar 20 16:33:34 +0000 2012,@Swanson_Broth @kelley_murphy We will make exception.... But no jailbait pussys
Fri Mar 16 01:58:05 +0000 2012,Alagraaaan Jailbait
Fri Mar 16 04:44:07 +0000 2012,@supsage Well if it isn't my favorite jailbait. My young tenderoni. *birdman handrub*
Thu Mar 15 07:28:23 +0000 2012,"dammit, i told kaitlyn not to let me forget to call him at midnight! HAPPY 18TH BIRTHDAY @DMOS_3. no longer #jailbait, wuddup,(; &lt;3"
Thu Mar 15 20:17:15 +0000 2012,"News flash babyboy, me and her are the same age #jailbait #lowstandards #congrats"
Thu Mar 15 14:05:47 +0000 2012,"RT @ColtonWeseen: @pasty_welsh @kadeburton haha, #jailbait. But seriously easy grizwald."
Thu Mar 15 19:30:13 +0000 2012,Nu op Krush Radio! Avicii - Jailbait [A-Lab Radio Edit] #Krushradio
Thu Mar 15 19:16:58 +0000 2012,@jordan_roper1 i thought it was Me. Jailbait
Thu Mar 15 16:55:09 +0000 2012,@sarahnwondrland LOL NO THIS WAS ABOUT SIDNEY CROSBY AND MY JAILBAIT LIST FOR HIM.
Tue Mar 27 01:24:14 +0000 2012,Beauty Dancing (MPG) http://t.co/aQxuUOTQ #anarchy #jailbait
Tue Mar 27 04:52:33 +0000 2012,My birthday and my birthday gifts went hard #finally18 no more jailbait haha 8 mins left of my big day!!
Tue Mar 27 04:41:50 +0000 2012,#jailbait alert RT @KendallJenner: Miss summer! #tan ☀ http://t.co/FLrkvnik
Mon Mar 26 09:51:02 +0000 2012,cute hot teens: http://t.co/9b9MwKlY #anarchy #jailbait
