created_at,text
Fri Feb 01 06:32:58 +0000 2013,@RaeAGray oh god. This means jailbait was like 10 years ago. #godiamold
Thu Jan 31 13:07:30 +0000 2013,He's jailbait yo
Fri Feb 01 05:27:29 +0000 2013,"@HeavenSaga #Jailbait is a term for underage girls. A dirty picture of you on someone's phone would put them in jail, lol"
Wed Jan 09 12:25:03 +0000 2013,@daniaaaye woa your life is sad bc india and your latter statement hahaha good thing jailbaits don't seem to work for you or am i wrong
Wed Jan 09 22:00:30 +0000 2013,@hannah_gibsonx true dat. #JailBait. Here I've no been to that Hush!
Thu Jan 17 06:26:06 +0000 2013,"@chordaetendinae I didn't have the heart to read further when I saw the word jailbait. However, there's plenty of good stuff too."
Thu Jan 17 06:18:25 +0000 2013,The bacon turkey bravo is such a huge sham.... actually everything is there. Minus the hot jailbait... #creepy
Wed Jan 16 19:10:09 +0000 2013,Jailbait as fuck. Clueless as fuck. Accident prone as fuck. I dont give a fuck.
Wed Jan 16 19:16:25 +0000 2013,Jailbait... Jailbait everywhere...
Wed Jan 16 07:22:44 +0000 2013,@daviemc1974 @gbxanthems #jailbait
Wed Jan 16 13:33:17 +0000 2013,Jailbait
Thu Jan 17 02:12:57 +0000 2013,"@SophiaSaysThis nice avi, jailbait is it?"
Thu Jan 17 05:54:49 +0000 2013,@nigga_backback that's chill. Better be careful. Jailbait
Wed Jan 16 22:22:23 +0000 2013,why do you have to be two years younger than me? #jailbait -.-... — Aww i Won't tell anyone http://t.co/yAguDZMO
Wed Jan 23 19:48:25 +0000 2013,"haha when all my friends are 16 i'm guna start calling everyone younger jailbait to be ironik, cus everyone used to do it to me &amp; it so aggy"
Thu Jan 24 02:46:13 +0000 2013,"@CHEY_t0WNN @Huntermoore lmao this girl is barley 16. She lives is Morgantown WV. Take it easy fellas, she's #jailbait"
Wed Jan 23 21:55:35 +0000 2013,Some girls look good but they not ready #jailbait
Sat Jan 12 19:45:37 +0000 2013,Offt that Tom Daley is a worldie #jailbait
Sat Jan 12 07:00:53 +0000 2013,@Azniac @iNfinity_boi @JaksPhifer /r/jailbait #neverforget
Sun Jan 13 02:09:06 +0000 2013,Are you that will make my tits grow? #jailbait http://t.co/OEf5Cyb0
Sun Jan 13 04:40:23 +0000 2013,"RT @6drip: Sexy #Jailbait #Bikini babe! Would YOU smash her?!
http://t.co/PN0AI062 http://t.co/cN549rYo"
Sat Jan 12 09:14:58 +0000 2013,Jenny reminds me of the chicks at my school. : Naive Jailbait.
Sun Jan 13 03:56:43 +0000 2013,@arenita26 @lorelei_01 @AndreaEscardo o un lacito y medias cubanitas jajaja #suave #jailbait
Sat Jan 12 18:34:04 +0000 2013,my birthday is one month yaaay!excited to not be classed as jailbait and legally aloud to buy scratch cards yess!
Sat Jan 12 15:00:35 +0000 2013,@reecetb92 you must be in heaven with all the jailbait.
Sat Jan 12 17:39:24 +0000 2013,@charlottemarsh_ is it jailbait
Sat Jan 26 06:13:54 +0000 2013,#np we own the night - jailbait
Fri Jan 25 19:31:45 +0000 2013,#jailbait
Sat Jan 26 03:12:42 +0000 2013,Jailbait of the year http://t.co/yPtPGkOd
Sat Jan 26 01:56:36 +0000 2013,@RossSmith95 yoof #jailbait
Sun Jan 06 23:19:07 +0000 2013,Sexy jailbaits is full of pictures of the hottes.. http://t.co/RaqArCFm
Mon Jan 07 06:17:56 +0000 2013,@amandahudson_ @ohyeahamyyeah wait I'm the jailbait.
Mon Jan 07 06:40:43 +0000 2013,@MaRz0o oh shit some chick sent me some too.  Jailbait maaan.  Fuck this app haha
Mon Jan 07 05:03:43 +0000 2013,"@sarahhofmann18 Yup, too bad you're jailbait ;) hahaha"
Mon Jan 07 00:26:49 +0000 2013,someone just called me jailbait omg
Sun Jan 06 20:49:25 +0000 2013,Everyone who I talk to and chill with always get surprised when I mention school #jailbait
Sun Jan 06 20:31:32 +0000 2013,RT @YoDesireeJ: Joe's mom thinks I am jailbait...I am 18...
Fri Jan 25 04:29:05 +0000 2013,"I'm only 7 months away from being 18
I literally am eligible for girls to ACTUALLY be jailbait 
#whattheactualfuck"
Fri Jan 25 04:32:54 +0000 2013,the disney channel more like the jailbait channel u feel me
Thu Jan 24 09:34:30 +0000 2013,@aMaccBSM @Huntermoore jailbait
Fri Jan 25 03:06:17 +0000 2013,So my question is...do I look like the kind of guy who would come between a girl and her jailbait lover?? Like seriously tho?!?!
Thu Jan 24 20:57:13 +0000 2013,Can't wait for this Trevor McDonald documentary. #Insidedeathrow some naughty naughty men on it. #badfuckers #jailbait
Mon Jan 28 23:32:02 +0000 2013,You're jailbait.
