created_at,text
Mon May 27 12:30:18 +0000 2013,Jailbait. Jailbait everywhere
Sat May 18 07:10:04 +0000 2013,Photo: jailbait-galleries: Pin your pictures to http://t.co/jOZ1EmXCti to get more visitors. Jailbait... http://t.co/5Aoce8JGrX
Sun May 26 11:16:20 +0000 2013,Be my personal jailbait
Tue May 21 04:09:55 +0000 2013,She's jailbait so HOP OFF
Sat May 04 06:27:15 +0000 2013,I love jailbait.
Wed May 29 22:53:08 +0000 2013,Jailbait everywhere
Sun May 05 06:11:48 +0000 2013,@da1ton JAILBAIT!
Thu May 23 05:42:19 +0000 2013,@vonnabeee how to jailbait
Wed May 08 02:46:16 +0000 2013,"""@nasto300: Tats the jailbait"""
Wed May 15 19:46:39 +0000 2013,RT @alyssapugh_: JAILBAIT.
Mon May 20 23:26:18 +0000 2013,@lisacostalot still jailbait
Wed May 29 06:29:54 +0000 2013,RT @slackyousuck: Jailbait
Mon May 27 23:49:51 +0000 2013,@Callux less jailbait
Mon May 27 18:41:53 +0000 2013,@ThePurcy #JailBait bro....
Sun May 05 22:14:34 +0000 2013,@Justin_Lefebure this fagbait jailbait
Thu May 23 02:15:27 +0000 2013,I'm jailbait leave me alone
Mon May 20 01:20:58 +0000 2013,Ariana Grande #JailBait
Fri May 24 23:42:46 +0000 2013,scoping out jailbait at the mall.
Sat May 25 03:44:26 +0000 2013,RT @swag_siegel: #jailbait
Thu May 16 21:08:50 +0000 2013,@Ekzeema I'm not jailbait though...
Sat May 11 05:38:32 +0000 2013,RT @D_4hunna: @baabyitstaylor jailbait
Sun May 19 02:55:05 +0000 2013,@HabiHasbun straight up jailbait 🏃🚓
Sat May 18 08:20:11 +0000 2013,@MissPoopsicle was he jailbait and did you drive him insane?
Sat May 11 12:12:27 +0000 2013,Chelsea's defending is jailbait today
Fri May 17 21:05:21 +0000 2013,@dansajle ahh shit. #jailbait
Sat May 04 20:24:02 +0000 2013,"So much jailbait in town, eww."
Wed May 29 09:24:43 +0000 2013,@brianthevillan pls don't tell me you're into the jailbait
Mon May 20 00:13:00 +0000 2013,SHE JUST CALLED ME JAILBAIT LOL NO
Mon May 13 01:06:28 +0000 2013,RT @jaythekiller_: jailbait alert
Fri May 17 02:13:32 +0000 2013,My friends like jailbait....... This is nasty
Thu May 16 23:12:00 +0000 2013,"#GhostsOnReally before bed, yesssssirrrrr #jailbait"
Wed May 08 02:25:31 +0000 2013,I think these are the early signs of cougarism... #jailbait
Tue May 07 23:39:06 +0000 2013,RT @wudabih_had2say: @WormWizzle83 #jailbait  smh
Mon May 13 20:35:00 +0000 2013,RT @jon_stud: @elt0njohn which reminds me. jailbait.
Mon May 13 22:57:57 +0000 2013,"Sheeet she's like ""did you forget my name?? It's jailbait"""
Sat May 18 04:35:21 +0000 2013,“@brianisntnormal: Why do I have feelings for someone younger than me?” #jailbait
Thu May 02 20:48:19 +0000 2013,@KJGGoro I have to! Don't want to find myself with some jailbait haha.
Sat May 04 21:57:42 +0000 2013,@elliewhiteee hello my fellow jailbait buddy's
Tue May 21 18:45:28 +0000 2013,@byGeoffThompson @JapersRink @sickunbelievabl Bring on the jailbait!!
Wed May 01 21:53:58 +0000 2013,RT @notevenasiantho: We all have those friends that chase jailbait.....
Thu May 30 18:39:41 +0000 2013,So much jailbait on snapchat. Are there any adults that use it?
Mon May 20 02:58:11 +0000 2013,@Karmayla @VivaLaJio I'm on that jailbait.... Sorta lolz
Mon May 20 01:34:08 +0000 2013,@CoryTownes THEY'RE SUCH CUTIES. I'M HERE FOR THESE JAILBAIT TEEN BOYBANDERS
