created_at,text
Sat Jun 01 04:02:44 +0000 2013,Oh &amp; I got called jailbait today b/c I was talking to a family friend @ graduation tonight whos 20. Umm I see him as an older brother. Gross
Sat Jun 01 04:45:59 +0000 2013,wawa sama shanju baru mau masuk SMA ?? officially JAILBAIT-ed!!
Sat Jun 01 03:56:18 +0000 2013,"""Even if I'm in jail, it's okay - if only I have you, I can live.""- Secret Love, B.A.P.

ME EXCUSE JAILBAIT"
Thu May 09 15:33:46 +0000 2013,@Aycee_four ah that's a fucking setup + they're jailbait so good thing you dodged that right away yo
Thu May 09 22:59:54 +0000 2013,RT @ItsAreen: #AutomaticallyAttractedToYouIf you're way older than me 😍 #jailbait
Thu May 09 07:50:00 +0000 2013,"""Jongup and Zelo followed up with Teach Me How to Dougie. I didn’t know where to look. JAILBAIT EVERYWHURR."""
Thu May 09 23:27:19 +0000 2013,- http://t.co/Ajr9ZuRP14 #jailbait #jb #forum
Thu May 09 23:54:50 +0000 2013,As the years go on hoes are getting younger... But there looking older #JailBait
Thu May 09 13:11:10 +0000 2013,do not link me anymore jailbait. ilhoon came as a surprise fuck yosduaflshgdfpisdhvckxz
Fri May 17 05:06:59 +0000 2013,"😂#jailbait
RT: @MonaRoxa: seriously can't wait to turn 18😤"
Fri May 17 01:45:43 +0000 2013,“@Gorgeousx3layla: @GyriahB your 12 gyriah ?” #jailbait
Thu May 16 23:12:00 +0000 2013,"#GhostsOnReally before bed, yesssssirrrrr #jailbait"
Fri May 17 02:57:22 +0000 2013,RT @shaneanderson94: @KenzieCooper one day you'll be all grown and MILF lookin and you'll hear JAILBAIT and you'll know it's me
Fri May 17 02:13:32 +0000 2013,My friends like jailbait....... This is nasty
Thu May 16 21:08:50 +0000 2013,@Ekzeema I'm not jailbait though...
Thu May 16 19:16:59 +0000 2013,I'm tired of following these young ass women who refuse to dress they're age. Where ya parents? Lol #jailbait
Thu May 23 18:45:23 +0000 2013,until you find out they're 16 and what the heck. jailbait is not okay.
Fri May 24 01:41:37 +0000 2013,"RT @ontarioclassic: fuck is jaden 14? that nigga is jailbait, cougar shit going on right here"
Thu May 23 20:29:25 +0000 2013,“@PartiesGuilty: Young teens experimenting #Handbra #friskyfriday #lesbians #bffs #Teen #jailbait http://t.co/wkZv5igmqy”
Thu May 23 20:40:58 +0000 2013,#uggs #bum #cute #jailbait http://t.co/VJgahTBJZ4
Fri May 24 03:26:07 +0000 2013,"@blackspraypaint no ratchets, no drama, no jailbait. 18+ party. haha"
Fri May 24 00:57:34 +0000 2013,@BMendibur he's 17 she's 13 come on now jailbait
Sun May 12 22:48:15 +0000 2013,"RT @HoldupTrap_: #Jailbait RT @Thats_Swavy: Word girls be 12, looking 17 smh"
Sun May 12 06:12:07 +0000 2013,RT @CuteTeensDaily: #rt Cute little teen blonde posing topless and covering one titty #Handbra #jailbait #FriskyFriday http://t.co/mm3t1PHo…
Mon May 13 01:27:13 +0000 2013,@BYEtoby what's your fave app game to play? #asktoby #jailbait
Mon May 13 01:06:28 +0000 2013,RT @jaythekiller_: jailbait alert
Mon May 13 03:08:08 +0000 2013,“@thatboiihugo: If anybody wanna text me DM me. 😎😎😎” #JailBait
Sun May 26 05:36:10 +0000 2013,RT @alyssaoaks: When I see a good-looking high schooler 😳😳😳 Jailbait....
Sat May 25 07:50:07 +0000 2013,"""@hxcxAnthony: @geny1020 #JailBait"" I'm still innocent ok, ehhh"
Sat May 25 19:55:15 +0000 2013,✿ Webcam Hot Girl Videos http://t.co/Taq1a710AC | #Webcam #Jailbait
Sat May 25 16:34:02 +0000 2013,Comedian Ji Suk Jin Gets Teased About Having a “Jailbait” Wife http://t.co/vUCPMHK3jV
Tue May 07 01:10:02 +0000 2013,@tylerblanton08 what are you stuck in twitter jail?? #jailbait 😚
Tue May 07 01:37:55 +0000 2013,RT @CuteTeensDaily: Rt if you want to put those beads around her neck somewhere else!! #FriskyFriday #teen #jailbait #selfie http://t.co/Vi…
Mon May 06 23:00:32 +0000 2013,"Cuidao con los jailbaits... Twitter esta ""underage"" últimamente"
