created_at,text
Fri Aug 31 15:17:04 +0000 2012,Re: Stickam Captures of JailBait Girls | -Cutie-and-Beauty- http://t.co/MfZtyQ6r
Fri Aug 31 23:21:02 +0000 2012,@shin_superdry Jailbait.
Fri Aug 31 21:53:00 +0000 2012,"If you don't know who Princess Diana is , weren't born when she died or know HOW she died , FUCK OFF MY TL cuz ur #Jailbait or dumb!"
Sat Sep 01 00:47:54 +0000 2012,What's with all the jailbait???!!!!  Oh wait the fairs in town.   Mmmmm smell the STD's in the air
Fri Aug 31 16:03:20 +0000 2012,Jailbait everywhere... I blame the fashion industry for the rise in peadophelia... Yea I said it!!
Fri Aug 10 05:05:33 +0000 2012,"Dude Joseph, Nick, and Jonah are jailbait. Lol"
Fri Aug 10 04:04:08 +0000 2012,I can't wait to be legal so sick of being called #jailbait
Thu Aug 09 09:57:04 +0000 2012,@skinnywaster jailbait
Fri Aug 10 03:35:57 +0000 2012,#oomf Told me im jailbait .--------. :(
Thu Aug 09 23:41:48 +0000 2012,RT @Alex_Stephen91: Is it jailbait fest next weekend?
Thu Aug 09 17:02:52 +0000 2012,Idk what generation of women this is on the rise... But I'm just gonna nickname  JailBait. Cool!
Thu Aug 16 15:06:32 +0000 2012,@kingpapiJio I know we can't. I'm super jailbait and it sucks more than anything.
Fri Aug 17 05:31:54 +0000 2012,@RicciRonquillo 😱 #jailbait
Thu Aug 16 18:43:27 +0000 2012,"Ah, jeez. Jailbaits everywhere."
Fri Aug 17 01:08:22 +0000 2012,"so these girls walk into my store and my cashier walks up to me and says ""sorry their jailbait"" haha #wingman #gotmyback"
Fri Aug 17 04:53:04 +0000 2012,Merky Water http://t.co/Yipgz6pP #anarchy #jailbait
Thu Aug 16 21:59:42 +0000 2012,@AleshiaRomeroe jailbait ha x
Thu Aug 16 14:16:17 +0000 2012,Supernatural in the morning ahhh&lt;3 They are so jailbait. #lovesupernatural
Thu Aug 16 14:28:59 +0000 2012,astaghfirullahalazim. RT @JustShizJailbai: @OtakkuOtaku - - -  check out more #Jailbait @ http://t.co/rCEhVA6O  - -
Fri Aug 17 00:04:09 +0000 2012,"So awkward when my 25 year old sister  says she would take a crack at @tomdaley1994, #jailbait #toyboy #heismyagenotyours"
Fri Aug 17 00:20:57 +0000 2012,RT @Josephmorgo: Far to many boys pick up jailbait #livinlifeontheedge #creeps
Thu Aug 16 19:48:47 +0000 2012,RT @Jenz_said: WHO'S HITTING A TOWN TONIGHT?! HEARD IT'S GUNNA BE BANGIN'. #schooldisco #jailbait #thatgirls14
Thu Aug 16 16:34:13 +0000 2012,Jailbait night thought the country
Thu Aug 23 22:48:16 +0000 2012,Woah haven't heard the word jailbait in ages
Thu Aug 23 22:58:52 +0000 2012,This boy is jailbait.
Fri Aug 24 01:00:31 +0000 2012,"Hey pedophile on the motorcycle, don't WHOOOOA me #jailbait"
Thu Aug 23 20:00:12 +0000 2012,@TheCoolGod24 Jailbait was never a good color on you manito. http://t.co/XCdhpYtt
Fri Aug 24 03:24:06 +0000 2012,"He really did say ""at least you're not jailbait"" Hahaha."
Fri Aug 24 03:16:19 +0000 2012,#JailBait #AnotherOneBitesTheDust
Fri Aug 24 03:12:22 +0000 2012,RT @Lamb_Lydian: im not the only one whose a Jailbait! @CortesiniGina
Thu Aug 23 23:47:58 +0000 2012,@ParysDGAF lol you a fool! I am playing Pokemon... With the white jailbait
Fri Aug 24 02:43:51 +0000 2012,@Moluvlee: LOL! He stay messing with the jailbait. That's why his hard-headed ass still single.
Thu Aug 23 21:27:47 +0000 2012,"RT @AJP_19: -we rode 8 deep ? #jailbait, http://t.co/RDPxlov9"
Thu Aug 23 17:42:58 +0000 2012,Summa Crossroads Radio is playing Avicii - Jailbait (John Course &amp; Mr. Timothy Remix) [Listeners: 0/25] [Song Rating: 0 with 0 vote(s)] [...
Sun Aug 12 22:39:37 +0000 2012,Kylie Jenner has great chebs for a 14 year old. #jailbait
Sun Aug 12 18:56:54 +0000 2012,"@RitchyDoesIt haha yeah, talk about some #jailbait"
Sun Aug 12 06:43:44 +0000 2012,RT @ExcAdult: I'm at that awkward stage between jailbait and cougar.
Sun Aug 12 12:24:05 +0000 2012,I keep thinking that 14/15 year old girls are like 17/18. #jailbait
Mon Aug 13 01:23:47 +0000 2012,RT @RyanZokaei: I'm over country concerts. #JailBait
Mon Aug 13 01:28:14 +0000 2012,jailbait
Sun Aug 12 17:23:39 +0000 2012,RT @GreenEyez53: I see #JailBait @D_at_wood ;)
Mon Aug 13 00:15:07 +0000 2012,“@sluttygrlprobs: He was like jailbait.  #sluttygirlproblems” @codysimpson
Sun Aug 12 19:02:17 +0000 2012,@JenBarnes6 im trying to think what night that was cause there was to many. im pretty sure luis called you jailbait ctfuu
Sun Aug 12 19:10:48 +0000 2012,Why do guys OUT OF high school still hit on young high school girls? #Jailbait
Sun Aug 12 13:13:13 +0000 2012,@katietonk and @Riatidd myself and @WillMarsh09 just saw your sisters at BHill Station. #nice #jailbait #naughty
Sat Aug 25 22:32:40 +0000 2012,RT @lucy_mitchh: Best time at snaps #pulled jailbait
Sat Aug 25 22:14:42 +0000 2012,cute teens: http://t.co/xu4mQ7QL #anarchy #jailbait
Sat Aug 25 23:18:06 +0000 2012,Duck Lipped Blondie http://t.co/nQccnFzn #jailbait #jb #forum
Tue Aug 07 05:57:38 +0000 2012,“@MyCuteAss_: My lil bro has some sexy ass friends lmao.”« who terae ? lmao .. all those lil ass boys are jailbait !
Mon Aug 06 06:34:27 +0000 2012,"If Lindsay Lohan can get out of her blonde, crack whore, jailbait, lesbian days, you can get through today..."
Mon Aug 06 12:55:03 +0000 2012,las letras de nmb ultimamente son tan jailbait y manipulando los wota feelings de sus fanes xD
Mon Aug 06 07:06:03 +0000 2012,"RT: ""@thugAwks smh jailbait jreddd"" - i swear jed"
Mon Aug 06 08:29:36 +0000 2012,"fay replied to MP's discussion CH.4 Lights, Camera, Action in the group Jailbait FF http://t.co/l4H1MtsK"
Mon Aug 06 23:05:16 +0000 2012,"Seeing like year 9's status like ""need to see TED! Some one take me"" Shut up its a 15 you cant watch it with out your mum so STFU. #jailbait"
Tue Aug 07 02:42:50 +0000 2012,RT @Americaaanhoney: #jailbait
Mon Aug 06 16:34:11 +0000 2012,#jailbait girls naked galleries taivilrige1053
Fri Aug 24 22:48:07 +0000 2012,Water parks = jailbait central
Fri Aug 24 06:42:02 +0000 2012,"@GioDion hahahahaha. Still! Its so not my crowd. :)) also, like, put some clothes on, you're 15. #jailbait haha!"
Tue Aug 28 18:29:36 +0000 2012,@stephencrump Crump you're just jailbait EVERYBODY WANTS YOU go fuck in the safety deposit box room
Tue Aug 28 06:15:50 +0000 2012,@johnofwgkta_ you got some jailbait nigga 😂
Wed Aug 29 04:44:54 +0000 2012,"RT @annniepanda: @foxsmokes420 @littleayah Lol, isanyoneup. Lol, YOURE JAILBAIT. ...not my problem.lol"
Wed Aug 29 03:05:57 +0000 2012,RT @Madison_Salmon: If you are a senior in highschool you should not be tryna holla at some freshman. They ARE JAILBAIT.
Tue Aug 28 23:35:11 +0000 2012,RT @BekkaBatchelor: No one cares about one direction or beiber you jailbait annoyance waste of particles
Tue Aug 28 21:09:27 +0000 2012,hahaha my username jailbait all one word look me up #badeducation
Tue Aug 28 17:15:07 +0000 2012,@benricostripe92 jailbait look so prime lately and i miss you two man im gonna be such a animal this weekend join me
