created_at,text
Mon Sep 09 15:20:27 +0000 2013,RT @JxckGriffin: jailbait at smokers
Mon Sep 09 22:28:51 +0000 2013,jailbait cunts
Tue Sep 10 05:47:21 +0000 2013,@Neil_McNeil you're still jailbait!!!!
Mon Sep 09 07:21:02 +0000 2013,@jailbaiting OHHHH *^* /slips in a little touch here and there
Mon Sep 09 20:09:07 +0000 2013,"Amateur xxx tan lines on hot tits, small tits, amateur jailbait girls http://t.co/BV8qpNa8D0"
Mon Sep 09 11:26:06 +0000 2013,I just remembered I need to change my twit name because I'm no longer jailbait now that I am 18...
Tue Sep 10 03:28:44 +0000 2013,😂 RT @IAMNALDO: @Ken_V8 @iambrittanym_ my jailbait called it
Mon Sep 09 19:39:56 +0000 2013,SilvertonvsSherwood CivilWar MuddyBuddys Jailbait Sanwiches Coors if this is what my weekend will consist of I CANT WAI
Mon Sep 09 13:16:48 +0000 2013,RT @dirtyteens: #SexySaturday #JailBait @Septawangsa @DRTYFUKNBASTARD @jaysmithy123 @teencum @Sexy_selfshot @Juspixforyou http://t.co/qBiID…
Mon Sep 16 22:19:21 +0000 2013,@LiamPeden7 hahahaha rods jailbait playing u like
Mon Sep 16 07:03:39 +0000 2013,RT @dirtyteens: #FriskyFriday #JailBait @ftvteens @DRTYFUKNBASTARD @jaysmithy123 @teencum @Sexy_selfshot @Juspixforyou http://t.co/cZ7Vm6U9…
Tue Sep 17 02:52:05 +0000 2013,@LifeAsBros Am I going to jail...? That face looks like jailbait
Mon Sep 16 14:22:19 +0000 2013,#JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT #JAILBAIT
Mon Sep 23 18:32:41 +0000 2013,Ova Nina Nesbit jedan preslatki jailbait
Tue Sep 24 01:34:47 +0000 2013,@hamchinchin @bangyongguk @jailbaiting you guys forgot to update the reserved list too &gt;__&gt;
Tue Sep 24 04:23:13 +0000 2013,"RT @2Hood4UGuhh: Jailbait, jailbait everywhere"
Tue Sep 24 03:27:05 +0000 2013,ohhh wow this girl's bio says she jailbait stay away form that shit
Mon Sep 23 13:20:47 +0000 2013,SilvertonvsSherwood CivilWar MuddyBuddys Jailbait Sanwiches Coors if this is what my weekend will consist of I CANT WAI
Mon Sep 23 13:16:16 +0000 2013,"@jailbaiting Yeahh, boice~ \o/ Umm, well I rp Ken !"
Thu Sep 12 16:01:15 +0000 2013,RT @dirtyteens: #TityTuesday #JailBait @ftvteens @DRTYFUKNBASTARD @jaysmithy123 @teencum @Sexy_selfshot @Juspixforyou http://t.co/vpMDVOCGzg
Wed Sep 25 06:47:36 +0000 2013,RT @EllaYoungtight: Cute hot teen #jailbait &lt;3 http://t.co/S0ZXlQmZgC
Wed Sep 25 12:33:43 +0000 2013,"1995 I worked in a store unloading trucks, some JAILBAIT 15YO OLD would hang with me and had heroin in her.  I passed up her and the heroin"
Wed Sep 25 19:40:21 +0000 2013,RT @vontefoo: @cadetlex lol yes of course! now you wont be jailbait :b haha
Fri Sep 06 15:29:16 +0000 2013,Girl in my philosophy recitation has to be like a junior/senior doing PSO #stillhotthough #JailBait o.o
Fri Sep 06 18:54:38 +0000 2013,#jailbait #stayawayfromme
Fri Sep 06 11:14:12 +0000 2013,"RT @AnUglyNigga: Ya ass fat as fuck RT @tacogawdess: Yep same RT @AnUglyNigga: I'm known throughout third shift as ""Jailbait"""
Fri Sep 06 10:29:57 +0000 2013,RT @dirtyteens: #FriskyFriday #JailBait @Septawangsa @DRTYFUKNBASTARD @jaysmithy123 @teencum @Sexy_selfshot @Wingsoflovefan http://t.co/V6u…
Sat Sep 07 02:44:22 +0000 2013,"""@cumngetsome: #BlackAndWhite http://t.co/6zxGOHLPNf"" #share #xxx #JailBait #Uruguay #Jrで妄想  #japan #RTした人全員フォローする  #yoescuchoADNdeportes"
Fri Sep 06 14:00:24 +0000 2013,RT @dirtyteens: #FriskyFriday #JailBait @Septawangsa @DRTYFUKNBASTARD @jaysmithy123 @teencum @Sexy_selfshot @Juspixforyou http://t.co/pgcLz…
Tue Sep 24 22:20:38 +0000 2013,@amybrookheimer use one of ur jailbait ones lmao
Tue Sep 24 07:47:09 +0000 2013,The only reason I like dropping jailbait home is cause he takes advantage of my aux cord and starts singing along to all these ballads......
Tue Sep 24 20:15:10 +0000 2013,RT @jailbaiting: i think i shit my pants
Tue Sep 24 10:33:14 +0000 2013,RT @JamesKBowen: PRAISE THE LORD. group of school girls just came in to the gym. JAILBAIT. I'm flexin
Tue Sep 24 23:05:44 +0000 2013,@TommyMcAsteez jailbait?
Tue Sep 24 23:56:41 +0000 2013,Words to live by. #advice #jailbait #funny http://t.co/6fLrDbBgSz
Wed Sep 25 02:50:53 +0000 2013,@dickmuseum u know what dont even talk to me. Jailbait
Tue Sep 24 21:17:25 +0000 2013,"tiny mismatch bikini, blonde, jailbait http://t.co/yLcqBEuIuW"
Tue Sep 24 17:57:50 +0000 2013,@misssarah777 jailbait
Wed Sep 25 00:10:54 +0000 2013,RT @Vanessatee: Jailbait is the number one cause of death in the world
Sat Sep 28 22:07:33 +0000 2013,"@olivia_watson4 @JKCorden we got our fair share #imfeeling22 oh wait we are 16, #jailbait"
Sat Sep 28 20:58:27 +0000 2013,Jailbait
Sun Sep 29 03:46:44 +0000 2013,Ebby Jailbait ain't ish...yeah I said it..
Sun Sep 29 03:03:21 +0000 2013,"2 years ago around this month, had a conversation with friends, which one of them told me I'm a jailbait."
Sun Sep 29 03:12:41 +0000 2013,RT @L19Stitt: @lindsaydennis24 are you even old enough to drive? #jailbait
Sun Sep 29 02:50:25 +0000 2013,"""Hot Jailbait Ass"""
Thu Sep 19 22:59:04 +0000 2013,Jailbait (Original Mix) - Avicii http://t.co/iCSX1TmdPc #nowplaying #listenlive
Fri Sep 20 05:24:31 +0000 2013,"RT @trevorgumbi: Last day of school today, tomorrow the streets will be filled with jailbait, mack with caution you creepy peado,..."
Thu Sep 19 20:24:43 +0000 2013,"@Kat_Attack97 was it about how he wanted to plunder the booty, because that dude is jailbait thirsty"
Thu Sep 19 10:30:00 +0000 2013,Jailbait everywhere.
Thu Sep 19 10:42:35 +0000 2013,“@LafsKOCO: “@_SamuelSuave: Bromleys actually the buffest ends” lol jailbait central” Them ringer Albanian girls
Thu Sep 19 14:58:48 +0000 2013,Haha jailbaits. That's just now hitting me. @JesssyBear7 @Yodergotguitar @annie_simonnn
Fri Sep 20 00:38:01 +0000 2013,Aw I wanna marry this 14 yr old #jailbait
Fri Sep 20 00:06:06 +0000 2013,The Jailbait is real..
Mon Sep 23 05:49:00 +0000 2013,SilvertonvsSherwood CivilWar MuddyBuddys Jailbait Sanwiches Coors if this is what my weekend will consist of I CANT WAI
Sun Sep 22 18:50:46 +0000 2013,"One of the pictures of me in my Rainbow Bubble uniform were reblogged and tagged ""jailbait"". Hmmmm :'D"
Sun Sep 22 06:48:54 +0000 2013,SilvertonvsSherwood CivilWar MuddyBuddys Jailbait Sanwiches Coors if this is what my weekend will consist of I CANT WAI
Sun Sep 22 08:59:24 +0000 2013,i see you thirsty niggas shes #JailBait #NZGT 😂😂
Mon Sep 30 18:53:46 +0000 2013,@mdiggityy @BRENDAVO_ jailbait 😉
Mon Sep 30 06:47:19 +0000 2013,"JAILBAIT VHS VINTAGE 1988 TAPE Debra Winger Tom Berenger Betrayed by Innocence
 Look what I found on @eBay! http://t.co/JvfANlX6kw"
Mon Sep 30 12:26:21 +0000 2013,No longer jailbait
Mon Sep 30 11:28:11 +0000 2013,#MagicMonday #jailbait @sexyassladies @Sexyassdude212 @teenassfuck http://t.co/bewGxcxBiW
Mon Sep 30 23:25:22 +0000 2013,SilvertonvsSherwood CivilWar MuddyBuddys Jailbait Sanwiches Coors if this is what my weekend will consist of I CANT WAI
Mon Sep 02 01:11:50 +0000 2013,"@w0lfcraigy @r3bel8 yeah, he'd appear in a foggy night with a full moon and snatch the jailbait"
Mon Sep 02 04:06:33 +0000 2013,@sasshton_ it's ok 2 b jailbait lmk
Sun Sep 01 20:01:16 +0000 2013,All I'm saying is... Jailbait....
Mon Sep 02 03:30:37 +0000 2013,"@BryanAbrams Aw, look at you pimpin in. #jailbait #cuteness"
Mon Sep 02 02:50:27 +0000 2013,RT @Krispin_Wah: Justin Gabriel don't like jailbait pussy. I knew he was a faggot. #TotalDivas
Sun Sep 01 21:21:27 +0000 2013,"RT @chelsfergo: Tamara (?) on X factor, amazing! Decent arse too. #Jailbait"
Sun Sep 01 19:59:40 +0000 2013,"RT @chelsfergo: Tamara (?) on X factor, amazing! Decent arse too. #Jailbait"
Sun Sep 01 19:57:32 +0000 2013,"Tamara (?) on X factor, amazing! Decent arse too. #Jailbait"
Sun Sep 01 19:51:42 +0000 2013,This is jailbait!!! Fact!!! #xfactor
Sun Sep 01 19:54:10 +0000 2013,"""@VicEbuwaSlick: Jeeeez this 16 year old has BUMPER lmao #jailbait #XFactor"" mate I aint got the tv on. Get a pic hahaha"
Sun Sep 01 19:55:32 +0000 2013,RT @Joshyy_Thompson: She's 16 #jailbait fuck it I would risk it for a chocolate biscuit 😏😂😂
Sun Sep 01 19:25:34 +0000 2013,@Zoombalemur @KalypsoPuppy You're jailbait? X3
Sun Sep 01 19:58:40 +0000 2013,"RT @chelsfergo: Tamara (?) on X factor, amazing! Decent arse too. #Jailbait"
Sun Sep 01 13:02:14 +0000 2013,"To a murderer, we're all jailbait. http://t.co/lAULsNKN4v"
Sun Sep 01 16:22:53 +0000 2013,RT @sexual_lesbian: -losing followers- prob the butthurt jailbait like I'm sorry but its reasonable. A follow legit means nothing to me I i…
Wed Sep 04 05:58:54 +0000 2013,SilvertonvsSherwood CivilWar MuddyBuddys Jailbait Sanwiches Coors if this is what my weekend will consist of I CANT WAI
Tue Sep 03 18:29:57 +0000 2013,Damn i wish oomf wasnt jailbait . ole fine ahhh 😫😫😫😫😭 #cougar 🐾 lmfaooo
Tue Sep 03 06:17:32 +0000 2013,Jailbait= ungdomsskoleelever med vgs-sekk
Wed Sep 04 03:20:40 +0000 2013,THAT BITCH IS JAILBAIT
Wed Sep 04 03:19:23 +0000 2013,RT @oblyviann: :-( i only have like less than a year before i stop being jailbait ~wasted youth~
Tue Sep 03 08:03:37 +0000 2013,RT @Dreamvillianess: Twitter needs proof RT @AnUglyNigga: I'm 18 ladies please stop calling me jailbait i am legal
Tue Sep 03 08:21:47 +0000 2013,"""@KobeBMichaelJ: #JailBait"" CRYING "
Wed Sep 04 02:31:45 +0000 2013,"In 4 1/2 hours, none of you fags can ever call me jailbait ever again and that's one of the greatest things about turning 18"
Tue Sep 03 13:04:27 +0000 2013,Jailbait - WISHBONE ASH http://t.co/MQxl3IGJmz #nowplaying #listenlive
Fri Sep 06 04:20:21 +0000 2013,"🚨⚠🚨⚠🚨⚠🚨⚠🚨⚠🚨⚠🚨
SHE'S JAILBAIT. PROCEED WITH CAUTION 
⚠🚨⚠🚨⚠🚨⚠🚨⚠🚨⚠🚨⚠"
Thu Sep 05 10:39:53 +0000 2013,SilvertonvsSherwood CivilWar MuddyBuddys Jailbait Sanwiches Coors if this is what my weekend will consist of I CANT WAI
Thu Sep 05 21:25:01 +0000 2013,I get called jailbait on a daily basis on here.
Sat Sep 21 15:05:16 +0000 2013,"“@OFFICIALDennisT: Dennis comment on having under aged admirers. 😍 
Watch it here: 
http://t.co/XL1p2cyExh” LOL #JailBait"
Sat Sep 21 15:05:55 +0000 2013,@lyonsnyc @CaptnAtheist 'JailBait' inappropriate name. LOL
Sun Sep 22 05:49:06 +0000 2013,jailbaIT PLS I'M ALREADY 18 IN YOUR MOTHER LAND http://t.co/wSWtIndYNI
Sat Sep 21 21:33:19 +0000 2013,“@boatsnhoess_: @JayOhEe_ @muffindust you're jailbait :(” 😳
